polygon,probability,port,wkt,closest_terminal,distance_to_closest_terminal,geometry,port_code,distance_to_nearest_container,terminal_name,latitude_custom,longitude_custom,geometry_costums_office,terminal,country,closet_terminal_general,center_point,center_lat,center_lon,numero_polygone,adresse_google,color,name_zone,on_water
"[(53.52299584748114, 9.911252378102002), (53.52305039234883, 9.910936098116162), (53.52326183253321, 9.911284838950902), (53.523207287665514, 9.911601118936742)]",0.9745362,DEHAM-EGH,"POLYGON ((9.911252378102002 53.52299584748114,9.910936098116162 53.52305039234883,9.911284838950902 53.52326183253321,9.911601118936742 53.523207287665514,9.911252378102002 53.52299584748114))",DEHAM-EGH-OFFD,0.7091269173679944,"POLYGON ((9.911252378102002 53.52299584748114, 9.910936098116162 53.52305039234883, 9.911284838950902 53.52326183253321, 9.911601118936742 53.523207287665514, 9.911252378102002 53.52299584748114))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.911268608526454 53.523128840007175),53.523128840007175,9.911268608526454,631,"Dradenaustraße 14, 21129 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.52171605103189, 9.913047606490187), (53.5219078920931, 9.912741978521025), (53.521975806528815, 9.913149681290035), (53.521783965467606, 9.913455309259197)]",0.8982723,DEHAM-EGH,"POLYGON ((9.913047606490187 53.52171605103189,9.912741978521025 53.5219078920931,9.913149681290035 53.521975806528815,9.913455309259197 53.521783965467606,9.913047606490187 53.52171605103189))",DEHAM-EGH-OFFD,0.8210741219960528,"POLYGON ((9.913047606490187 53.52171605103189, 9.912741978521025 53.5219078920931, 9.913149681290035 53.521975806528815, 9.913455309259197 53.521783965467606, 9.913047606490187 53.52171605103189))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.91309864389011 53.52184592878035),53.52184592878035,9.91309864389011,632,"Dradenaustraße 8, 21129 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.523301590194485, 9.914959408389638), (53.523623568613374, 9.914120895600204), (53.52368047448078, 9.914329876796954), (53.52335849606189, 9.915168389586388)]",0.90582335,DEHAM-EGH,"POLYGON ((9.914959408389638 53.523301590194485,9.914120895600204 53.523623568613374,9.914329876796954 53.52368047448078,9.915168389586388 53.52335849606189,9.914959408389638 53.523301590194485))",DEHAM-EGH-OFFD,0.6311234482228225,"POLYGON ((9.914959408389638 53.523301590194485, 9.914120895600204 53.523623568613374, 9.914329876796954 53.52368047448078, 9.915168389586388 53.52335849606189, 9.914959408389638 53.523301590194485))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.914644642593293 53.52349103233762),53.52349103233762,9.914644642593293,633,"Dradenaustraße 8, 21129 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.52350570799656, 9.911085929919345), (53.523638588858006, 9.911085929919345), (53.523638588858006, 9.911543835085743), (53.52350570799656, 9.911543835085743)]",0.9555154,DEHAM-EGH,"POLYGON ((9.911085929919345 53.52350570799656,9.911085929919345 53.523638588858006,9.911543835085743 53.523638588858006,9.911543835085743 53.52350570799656,9.911085929919345 53.52350570799656))",DEHAM-EGH-OFFD,0.6615994650181148,"POLYGON ((9.911085929919345 53.52350570799656, 9.911085929919345 53.523638588858006, 9.911543835085743 53.523638588858006, 9.911543835085743 53.52350570799656, 9.911085929919345 53.52350570799656))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.911314882502545 53.52357214842729),53.52357214842729,9.911314882502545,634,"Dradenaustraße 14, 21129 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.523442076775, 9.915046747066262), (53.52362615560078, 9.91458694986006), (53.52365891781138, 9.91471239209902), (53.5234748389856, 9.915172189305222)]",0.93905646,DEHAM-EGH,"POLYGON ((9.915046747066262 53.523442076775,9.91458694986006 53.52362615560078,9.91471239209902 53.52365891781138,9.915172189305222 53.5234748389856,9.915046747066262 53.523442076775))",DEHAM-EGH-OFFD,0.6245770083201126,"POLYGON ((9.915046747066262 53.523442076775, 9.91458694986006 53.52362615560078, 9.91471239209902 53.52365891781138, 9.915172189305222 53.5234748389856, 9.915046747066262 53.523442076775))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.914879569582641 53.52355049729319),53.52355049729319,9.914879569582641,635,"Dradenaustraße 8, 21129 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.5232943950169, 9.911085070810215), (53.52329930281178, 9.910948472458513), (53.52341681208925, 9.910988850587632), (53.52341190429437, 9.911125448939334)]",0.95114416,DEHAM-EGH,"POLYGON ((9.911085070810215 53.5232943950169,9.910948472458513 53.52329930281178,9.910988850587632 53.52341681208925,9.911125448939334 53.52341190429437,9.911085070810215 53.5232943950169))",DEHAM-EGH-OFFD,0.6905537350458324,"POLYGON ((9.911085070810215 53.5232943950169, 9.910948472458513 53.52329930281178, 9.910988850587632 53.52341681208925, 9.911125448939334 53.52341190429437, 9.911085070810215 53.5232943950169))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.911036960698924 53.523355603553085),53.523355603553085,9.911036960698924,636,"Dradenaustraße 14, 21129 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53743304996402, 9.921720983551172), (53.5375826581737, 9.920577158832307), (53.538653649206644, 9.921916881404927), (53.53850404099697, 9.923060706123792)]",0.9901315,DEHAM-CTB,"POLYGON ((9.921720983551172 53.53743304996402,9.920577158832307 53.5375826581737,9.921916881404927 53.538653649206644,9.923060706123792 53.53850404099697,9.921720983551172 53.53743304996402))",DEHAM-CTB-OFFD,0.4663485528199889,"POLYGON ((9.921720983551172 53.53743304996402, 9.920577158832307 53.5375826581737, 9.921916881404927 53.538653649206644, 9.923060706123792 53.53850404099697, 9.921720983551172 53.53743304996402))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.92181893247805 53.53804334958534),53.53804334958534,9.92181893247805,637,9F5FGWQC+6P,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53811121296724, 9.916721685813476), (53.53901859942109, 9.916721685813476), (53.53901859942109, 9.917813613517964), (53.53811121296724, 9.917813613517964)]",0.99314487,DEHAM-CTB,"POLYGON ((9.916721685813476 53.53811121296724,9.916721685813476 53.53901859942109,9.917813613517964 53.53901859942109,9.917813613517964 53.53811121296724,9.916721685813476 53.53811121296724))",DEHAM-CTB-OFFD,0.2953774898406537,"POLYGON ((9.916721685813476 53.53811121296724, 9.916721685813476 53.53901859942109, 9.917813613517964 53.53901859942109, 9.917813613517964 53.53811121296724, 9.916721685813476 53.53811121296724))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.91726764966572 53.53856490619417),53.53856490619417,9.91726764966572,638,9F5FGWQ8+CW,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.538350398517835, 9.921265514003121), (53.53845556422818, 9.92028982376395), (53.539030748528425, 9.920882752248644), (53.53892558281808, 9.921858442487817)]",0.99045765,DEHAM-CTB,"POLYGON ((9.921265514003121 53.538350398517835,9.92028982376395 53.53845556422818,9.920882752248644 53.539030748528425,9.921858442487817 53.53892558281808,9.921265514003121 53.538350398517835))",DEHAM-CTB-OFFD,0.4639636819171437,"POLYGON ((9.921265514003121 53.538350398517835, 9.92028982376395 53.53845556422818, 9.920882752248644 53.539030748528425, 9.921858442487817 53.53892558281808, 9.921265514003121 53.538350398517835))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.921074133125883 53.538690573523134),53.538690573523134,9.921074133125883,639,9F5FGWQC+FC,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.537226606089625, 9.921887795383098), (53.53771636697895, 9.921887795383098), (53.53771636697895, 9.922721417609106), (53.537226606089625, 9.922721417609106)]",0.99421906,DEHAM-CTB,"POLYGON ((9.921887795383098 53.537226606089625,9.921887795383098 53.53771636697895,9.922721417609106 53.53771636697895,9.922721417609106 53.537226606089625,9.921887795383098 53.537226606089625))",DEHAM-CTB-OFFD,0.4709578363651272,"POLYGON ((9.921887795383098 53.537226606089625, 9.921887795383098 53.53771636697895, 9.922721417609106 53.53771636697895, 9.922721417609106 53.537226606089625, 9.921887795383098 53.537226606089625))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.9223046064961 53.537471486534294),53.537471486534294,9.9223046064961,640,9F5FGWPC+XW,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53779067757762, 9.920494901266203), (53.538175842921554, 9.919870969438733), (53.53829741506098, 9.920588726072403), (53.537912249717046, 9.921212657899874)]",0.9864656,DEHAM-CTB,"POLYGON ((9.920494901266203 53.53779067757762,9.919870969438733 53.538175842921554,9.920588726072403 53.53829741506098,9.921212657899874 53.537912249717046,9.920494901266203 53.53779067757762))",DEHAM-CTB-OFFD,0.3934115097922536,"POLYGON ((9.920494901266203 53.53779067757762, 9.919870969438733 53.538175842921554, 9.920588726072403 53.53829741506098, 9.921212657899874 53.537912249717046, 9.920494901266203 53.53779067757762))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.920541813669304 53.53804404631931),53.53804404631931,9.920541813669304,641,9F5FGWQC+66,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.521273822577825, 9.921756421343675), (53.5213778698315, 9.921702792810672), (53.521390696169476, 9.921940789258905), (53.521286648915805, 9.921994417791906)]",0.9444657,DEHAM-EGH,"POLYGON ((9.921756421343675 53.521273822577825,9.921702792810672 53.5213778698315,9.921940789258905 53.521390696169476,9.921994417791906 53.521286648915805,9.921756421343675 53.521273822577825))",DEHAM-EGH-OFFD,0.990355023720317,"POLYGON ((9.921756421343675 53.521273822577825, 9.921702792810672 53.5213778698315, 9.921940789258905 53.521390696169476, 9.921994417791906 53.521286648915805, 9.921756421343675 53.521273822577825))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.921848605301289 53.52133225937365),53.52133225937365,9.921848605301289,642,"Zellmannstraße 14, 21129 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.5368879920073, 9.922552788932045), (53.53693563588683, 9.921730134919358), (53.537261877638684, 9.921910836740656), (53.537214233759165, 9.922733490753343)]",0.98837996,DEHAM-CTB,"POLYGON ((9.922552788932045 53.5368879920073,9.921730134919358 53.53693563588683,9.921910836740656 53.537261877638684,9.922733490753343 53.537214233759165,9.922552788932045 53.5368879920073))",DEHAM-CTB-OFFD,0.454025839279751,"POLYGON ((9.922552788932045 53.5368879920073, 9.921730134919358 53.53693563588683, 9.921910836740656 53.537261877638684, 9.922733490753343 53.537214233759165, 9.922552788932045 53.5368879920073))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.922231812836351 53.53707493482299),53.53707493482299,9.922231812836351,643,9F5FGWPC+RV,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.536326617197375, 9.916764703897275), (53.53636029521079, 9.91650085496008), (53.536868138270236, 9.917120800771158), (53.53683446025682, 9.917384649708353)]",0.9846811,DEHAM-CTB,"POLYGON ((9.916764703897275 53.536326617197375,9.91650085496008 53.53636029521079,9.917120800771158 53.536868138270236,9.917384649708353 53.53683446025682,9.916764703897275 53.536326617197375))",DEHAM-CTB-OFFD,0.1064304605281191,"POLYGON ((9.916764703897275 53.536326617197375, 9.91650085496008 53.53636029521079, 9.917120800771158 53.536868138270236, 9.917384649708353 53.53683446025682, 9.916764703897275 53.536326617197375))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.916942752334215 53.5365973777338),53.5365973777338,9.916942752334215,644,9F5FGWP8+JQ,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53313375873882, 9.920710789440593), (53.53335328376284, 9.918787262601956), (53.534940225862584, 9.920519390500035), (53.53472070083856, 9.922442917338671)]",0.9904095,DEHAM-CTB,"POLYGON ((9.920710789440593 53.53313375873882,9.918787262601956 53.53335328376284,9.920519390500035 53.534940225862584,9.922442917338671 53.53472070083856,9.920710789440593 53.53313375873882))",DEHAM-CTB-OFFD,0.4061929756480502,"POLYGON ((9.920710789440593 53.53313375873882, 9.918787262601956 53.53335328376284, 9.920519390500035 53.534940225862584, 9.922442917338671 53.53472070083856, 9.920710789440593 53.53313375873882))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.920615089970314 53.5340369923007),53.5340369923007,9.920615089970314,645,9F5FGWMC+J6,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53320725638153, 9.918383530063645), (53.533380355501485, 9.916988887216112), (53.53535172271836, 9.919328976770997), (53.5351786235984, 9.92072361961853)]",0.99279404,DEHAM-CTB,"POLYGON ((9.918383530063645 53.53320725638153,9.916988887216112 53.533380355501485,9.919328976770997 53.53535172271836,9.92072361961853 53.5351786235984,9.918383530063645 53.53320725638153))",DEHAM-CTB-OFFD,0.2984320334454148,"POLYGON ((9.918383530063645 53.53320725638153, 9.916988887216112 53.533380355501485, 9.919328976770997 53.53535172271836, 9.92072361961853 53.5351786235984, 9.918383530063645 53.53320725638153))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.91885625341732 53.53427948954994),53.53427948954994,9.91885625341732,646,9F5FGWM9+PG,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53329035044197, 9.921621934311462), (53.53335923710601, 9.921026052789951), (53.534293767911144, 9.9220592945473), (53.534224881247106, 9.92265517606881)]",0.9907229,DEHAM-CTB,"POLYGON ((9.921621934311462 53.53329035044197,9.921026052789951 53.53335923710601,9.9220592945473 53.534293767911144,9.92265517606881 53.534224881247106,9.921621934311462 53.53329035044197))",DEHAM-CTB-OFFD,0.4888957754915884,"POLYGON ((9.921621934311462 53.53329035044197, 9.921026052789951 53.53335923710601, 9.9220592945473 53.534293767911144, 9.92265517606881 53.534224881247106, 9.921621934311462 53.53329035044197))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.92184061442938 53.533792059176555),53.533792059176555,9.92184061442938,647,9F5FGWMC+GP,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53329723355742, 9.922401939660437), (53.533368982998674, 9.92180687466992), (53.5340526747798, 9.922595276410293), (53.53398092533855, 9.92319034140081)]",0.9921239,DEHAM-CTB,"POLYGON ((9.922401939660437 53.53329723355742,9.92180687466992 53.533368982998674,9.922595276410293 53.5340526747798,9.92319034140081 53.53398092533855,9.922401939660437 53.53329723355742))",DEHAM-CTB-OFFD,0.5328408399939413,"POLYGON ((9.922401939660437 53.53329723355742, 9.92180687466992 53.533368982998674, 9.922595276410293 53.5340526747798, 9.92319034140081 53.53398092533855, 9.922401939660437 53.53329723355742))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.922498608035365 53.5336749541686),53.5336749541686,9.922498608035365,648,9F5FGWMC+FX,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53486341758879, 9.920262437242004), (53.53491955820133, 9.919835070896749), (53.535202460298294, 9.920190494353651), (53.53514631968575, 9.920617860698908)]",0.9859071,DEHAM-CTB,"POLYGON ((9.920262437242004 53.53486341758879,9.919835070896749 53.53491955820133,9.920190494353651 53.535202460298294,9.920617860698908 53.53514631968575,9.920262437242004 53.53486341758879))",DEHAM-CTB-OFFD,0.331145033262823,"POLYGON ((9.920262437242004 53.53486341758879, 9.919835070896749 53.53491955820133, 9.920190494353651 53.535202460298294, 9.920617860698908 53.53514631968575, 9.920262437242004 53.53486341758879))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.920226465797828 53.535032938943544),53.535032938943544,9.920226465797828,649,9F5FGWPC+23,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53158336297232, 9.921199516017227), (53.53172954074645, 9.919995710775991), (53.533430064370094, 9.921970591523962), (53.53328388659597, 9.923174396765198)]",0.99291795,DEHAM-CTB,"POLYGON ((9.921199516017227 53.53158336297232,9.919995710775991 53.53172954074645,9.921970591523962 53.533430064370094,9.923174396765198 53.53328388659597,9.921199516017227 53.53158336297232))",DEHAM-CTB-OFFD,0.5651699984570504,"POLYGON ((9.921199516017227 53.53158336297232, 9.919995710775991 53.53172954074645, 9.921970591523962 53.533430064370094, 9.923174396765198 53.53328388659597, 9.921199516017227 53.53158336297232))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.921585053770595 53.53250671367121),53.53250671367121,9.921585053770595,650,9F5FGWMC+2J,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53192808417247, 9.920007094351611), (53.531996107144714, 9.919454887923223), (53.53340264448483, 9.921111948954934), (53.533334621512594, 9.921664155383322)]",0.9918785,DEHAM-CTB,"POLYGON ((9.920007094351611 53.53192808417247,9.919454887923223 53.531996107144714,9.921111948954934 53.53340264448483,9.921664155383322 53.533334621512594,9.920007094351611 53.53192808417247))",DEHAM-CTB-OFFD,0.5061293418786923,"POLYGON ((9.920007094351611 53.53192808417247, 9.919454887923223 53.531996107144714, 9.921111948954934 53.53340264448483, 9.921664155383322 53.533334621512594, 9.920007094351611 53.53192808417247))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.92055952165327 53.53266536432865),53.53266536432865,9.92055952165327,651,9F5FGWMC+36,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53224440208033, 9.919590903004623), (53.53230767252275, 9.919076090030362), (53.53339719322982, 9.920356709111587), (53.5333339227874, 9.920871522085848)]",0.9921664,DEHAM-CTB,"POLYGON ((9.919590903004623 53.53224440208033,9.919076090030362 53.53230767252275,9.920356709111587 53.53339719322982,9.920871522085848 53.5333339227874,9.919590903004623 53.53224440208033))",DEHAM-CTB-OFFD,0.4680998423761869,"POLYGON ((9.919590903004623 53.53224440208033, 9.919076090030362 53.53230767252275, 9.920356709111587 53.53339719322982, 9.920871522085848 53.5333339227874, 9.919590903004623 53.53224440208033))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.919973806058104 53.53282079765508),53.53282079765508,9.919973806058104,652,9F5FGWM9+4X,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53245158032809, 9.91907381367163), (53.53251387373779, 9.91855306906785), (53.53339402958775, 9.919560023914748), (53.53333173617804, 9.92008076851853)]",0.99270827,DEHAM-CTB,"POLYGON ((9.91907381367163 53.53245158032809,9.91855306906785 53.53251387373779,9.919560023914748 53.53339402958775,9.92008076851853 53.53333173617804,9.91907381367163 53.53245158032809))",DEHAM-CTB-OFFD,0.4329882393994625,"POLYGON ((9.91907381367163 53.53245158032809, 9.91855306906785 53.53251387373779, 9.919560023914748 53.53339402958775, 9.92008076851853 53.53333173617804, 9.91907381367163 53.53245158032809))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.919316918793191 53.53292280495793),53.53292280495793,9.919316918793191,653,9F5FGWM9+5P,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53266673619574, 9.918521302525916), (53.532731962059316, 9.918000207615357), (53.533399252466694, 9.918799031386325), (53.53333402660312, 9.919320126296881)]",0.9921121,DEHAM-CTB,"POLYGON ((9.918521302525916 53.53266673619574,9.918000207615357 53.532731962059316,9.918799031386325 53.533399252466694,9.919320126296881 53.53333402660312,9.918521302525916 53.53266673619574))",DEHAM-CTB-OFFD,0.3990574304992758,"POLYGON ((9.918521302525916 53.53266673619574, 9.918000207615357 53.532731962059316, 9.918799031386325 53.533399252466694, 9.919320126296881 53.53333402660312, 9.918521302525916 53.53266673619574))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.91866016695612 53.533032994331215),53.533032994331215,9.91866016695612,654,9F5FGWM9+6F,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.531344880439676, 9.922502195755518), (53.531409270366034, 9.921945372119573), (53.53207874679092, 9.922685775932768), (53.532014356864565, 9.923242599568713)]",0.9927314,DEHAM-EGH,"POLYGON ((9.922502195755518 53.531344880439676,9.921945372119573 53.531409270366034,9.922685775932768 53.53207874679092,9.923242599568713 53.532014356864565,9.922502195755518 53.531344880439676))",DEHAM-EGH-OFFD,0.5922667002213151,"POLYGON ((9.922502195755518 53.531344880439676, 9.921945372119573 53.531409270366034, 9.922685775932768 53.53207874679092, 9.923242599568713 53.532014356864565, 9.922502195755518 53.531344880439676))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.922593985844143 53.53171181361531),53.53171181361531,9.922593985844143,655,9F5FGWJF+M2,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.532885835601355, 9.917998550645828), (53.532940665833486, 9.917521090846051), (53.53339117069125, 9.918015875069308), (53.533336340459115, 9.918493334869085)]",0.9903876,DEHAM-CTB,"POLYGON ((9.917998550645828 53.532885835601355,9.917521090846051 53.532940665833486,9.918015875069308 53.53339117069125,9.918493334869085 53.533336340459115,9.917998550645828 53.532885835601355))",DEHAM-CTB-OFFD,0.3681139755958419,"POLYGON ((9.917998550645828 53.532885835601355, 9.917521090846051 53.532940665833486, 9.918015875069308 53.53339117069125, 9.918493334869085 53.533336340459115, 9.917998550645828 53.532885835601355))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.918007212857567 53.5331385031463),53.5331385031463,9.918007212857567,656,9F5FGWM9+76,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.53312178868911, 9.917491674812073), (53.53318127699232, 9.917021528044756), (53.53339328264963, 9.91727808197342), (53.53333379434641, 9.917748228740736)]",0.98857707,DEHAM-CTB,"POLYGON ((9.917491674812073 53.53312178868911,9.917021528044756 53.53318127699232,9.91727808197342 53.53339328264963,9.917748228740736 53.53333379434641,9.917491674812073 53.53312178868911))",DEHAM-CTB-OFFD,0.3395542985822914,"POLYGON ((9.917491674812073 53.53312178868911, 9.917021528044756 53.53318127699232, 9.91727808197342 53.53339328264963, 9.917748228740736 53.53333379434641, 9.917491674812073 53.53312178868911))",DEHAM,,,,,,,DE,DEHAM-CTB,POINT (9.917384878392745 53.53325753566937),53.53325753566937,9.917384878392745,657,9F5FGWM8+8X,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.531415292066995, 9.918364054728677), (53.53160878369749, 9.91826754145636), (53.53161808266244, 9.918445837967946), (53.53142459103195, 9.918542351240262)]",0.9170981,DEHAM-EGH,"POLYGON ((9.918364054728677 53.531415292066995,9.91826754145636 53.53160878369749,9.918445837967946 53.53161808266244,9.918542351240262 53.53142459103195,9.918364054728677 53.531415292066995))",DEHAM-EGH-OFFD,0.3571131615008773,"POLYGON ((9.918364054728677 53.531415292066995, 9.91826754145636 53.53160878369749, 9.918445837967946 53.53161808266244, 9.918542351240262 53.53142459103195, 9.918364054728677 53.531415292066995))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.918404946348309 53.53151668736472),53.53151668736472,9.918404946348309,658,9F5FGWJ9+J9,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.531000188581984, 9.921840830750646), (53.531398831166314, 9.921840830750646), (53.531398831166314, 9.922721417609106), (53.531000188581984, 9.922721417609106)]",0.99013454,DEHAM-EGH,"POLYGON ((9.921840830750646 53.531000188581984,9.921840830750646 53.531398831166314,9.922721417609106 53.531398831166314,9.922721417609106 53.531000188581984,9.921840830750646 53.531000188581984))",DEHAM-EGH-OFFD,0.5483569390108834,"POLYGON ((9.921840830750646 53.531000188581984, 9.921840830750646 53.531398831166314, 9.922721417609106 53.531398831166314, 9.922721417609106 53.531000188581984, 9.921840830750646 53.531000188581984))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.922281124179875 53.53119950987414),53.53119950987414,9.922281124179875,659,9F5FGWJC+FW,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.52991739939102, 9.919746208143328), (53.53038058410805, 9.919029997498448), (53.53047094309383, 9.919588876624616), (53.5300077583768, 9.920305087269496)]",0.9668478,DEHAM-EGH,"POLYGON ((9.919746208143328 53.52991739939102,9.919029997498448 53.53038058410805,9.919588876624616 53.53047094309383,9.920305087269496 53.5300077583768,9.919746208143328 53.52991739939102))",DEHAM-EGH-OFFD,0.3462543893138081,"POLYGON ((9.919746208143328 53.52991739939102, 9.919029997498448 53.53038058410805, 9.919588876624616 53.53047094309383, 9.920305087269496 53.5300077583768, 9.919746208143328 53.52991739939102))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.919667542383971 53.53019417124242),53.53019417124242,9.919667542383971,660,9F5FGWJ9+3V,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.531190018384045, 9.91673342697159), (53.531398831166314, 9.91673342697159), (53.531398831166314, 9.917097402873084), (53.531190018384045, 9.917097402873084)]",0.91855115,DEHAM-EGH,"POLYGON ((9.91673342697159 53.531190018384045,9.91673342697159 53.531398831166314,9.917097402873084 53.531398831166314,9.917097402873084 53.531190018384045,9.91673342697159 53.531190018384045))",DEHAM-EGH-OFFD,0.2774714389476699,"POLYGON ((9.91673342697159 53.531190018384045, 9.91673342697159 53.531398831166314, 9.917097402873084 53.531398831166314, 9.917097402873084 53.531190018384045, 9.91673342697159 53.531190018384045))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.916915414922336 53.53129442477518),53.53129442477518,9.916915414922336,661,9F5FGWJ8+GQ,"{'fillColor': 'green', 'color': 'green'}",storage,True
"[(53.52752630320424, 9.916721685813476), (53.52810718239855, 9.916721685813476), (53.52810718239855, 9.91728526140289), (53.52752630320424, 9.91728526140289)]",0.9893446,DEHAM-EGH,"POLYGON ((9.916721685813476 53.52752630320424,9.916721685813476 53.52810718239855,9.91728526140289 53.52810718239855,9.91728526140289 53.52752630320424,9.916721685813476 53.52752630320424))",DEHAM-EGH-OFFD,0.2127608833870524,"POLYGON ((9.916721685813476 53.52752630320424, 9.916721685813476 53.52810718239855, 9.91728526140289 53.52810718239855, 9.91728526140289 53.52752630320424, 9.916721685813476 53.52752630320424))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.917003473608183 53.5278167428014),53.5278167428014,9.917003473608183,662,9F5FGWH8+4R,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.52752630320424, 9.917261779086664), (53.52777308194692, 9.917261779086664), (53.52777308194692, 9.91817758941946), (53.52752630320424, 9.91817758941946)]",0.9913745,DEHAM-EGH,"POLYGON ((9.917261779086664 53.52752630320424,9.917261779086664 53.52777308194692,9.91817758941946 53.52777308194692,9.91817758941946 53.52752630320424,9.917261779086664 53.52752630320424))",DEHAM-EGH-OFFD,0.2602034417030669,"POLYGON ((9.917261779086664 53.52752630320424, 9.917261779086664 53.52777308194692, 9.91817758941946 53.52777308194692, 9.91817758941946 53.52752630320424, 9.917261779086664 53.52752630320424))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.917719684253061 53.52764969257557),53.52764969257557,9.917719684253061,663,9F5FGWH9+33,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.52794217649368, 9.917958120079353), (53.527966124253325, 9.917587822015795), (53.52817055634785, 9.91771426525701), (53.52814660858821, 9.918084563320567)]",0.9562499,DEHAM-EGH,"POLYGON ((9.917958120079353 53.52794217649368,9.917587822015795 53.527966124253325,9.91771426525701 53.52817055634785,9.918084563320567 53.52814660858821,9.917958120079353 53.52794217649368))",DEHAM-EGH-OFFD,0.2400115844642481,"POLYGON ((9.917958120079353 53.52794217649368, 9.917587822015795 53.527966124253325, 9.91771426525701 53.52817055634785, 9.918084563320567 53.52814660858821, 9.917958120079353 53.52794217649368))",DEHAM,,,,,,,DE,DEHAM-EGH,POINT (9.917836192668181 53.52805636642078),53.52805636642078,9.917836192668181,664,9F5FGWH9+64,"{'fillColor': 'green', 'color': 'green'}",storage,False
