polygon,probability,port,wkt,closest_terminal,distance_to_closest_terminal,geometry,port_code,distance_to_nearest_container,terminal_name,latitude_custom,longitude_custom,geometry_costums_office,terminal,country,closet_terminal_general,center_point,center_lat,center_lon,numero_polygone,adresse_google,color,name_zone,on_water
"[(53.4990815934795, 9.929352628146358), (53.49917073140754, 9.929297535019828), (53.499187828354394, 9.929561711077366), (53.49909869042636, 9.929616804203896)]",0.9338408,DEHAM-CTA,"POLYGON ((9.929352628146358 53.4990815934795,9.929297535019828 53.49917073140754,9.929561711077366 53.499187828354394,9.929616804203896 53.49909869042636,9.929352628146358 53.4990815934795))",DEHAM-CTA-OFFD,0.4958559070112886,"POLYGON ((9.929352628146358 53.4990815934795, 9.929297535019828 53.49917073140754, 9.929561711077366 53.499187828354394, 9.929616804203896 53.49909869042636, 9.929352628146358 53.4990815934795))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.929457169611862 53.49913471091695),53.49913471091695,9.929457169611862,228,9F5FFWXH+MQ,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.49793881601649, 9.930372663836556), (53.49801290278619, 9.930296346308822), (53.4980311395295, 9.930465418985646), (53.4979570527598, 9.93054173651338)]",0.96209776,DEHAM-CTA,"POLYGON ((9.930372663836556 53.49793881601649,9.930296346308822 53.49801290278619,9.930465418985646 53.4980311395295,9.93054173651338 53.4979570527598,9.930372663836556 53.49793881601649))",DEHAM-CTA-OFFD,0.5061891608401132,"POLYGON ((9.930372663836556 53.49793881601649, 9.930296346308822 53.49801290278619, 9.930465418985646 53.4980311395295, 9.93054173651338 53.4979570527598, 9.930372663836556 53.49793881601649))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.930419041411103 53.497984977772994),53.497984977772994,9.930419041411103,229,9F5FFWXJ+55,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.49755456085241, 9.928108111765198), (53.49767591323554, 9.928048898248878), (53.49768219751871, 9.928171894813325), (53.49756084513558, 9.928231108329644)]",0.9199112,DEHAM-CTA,"POLYGON ((9.928108111765198 53.49755456085241,9.928048898248878 53.49767591323554,9.928171894813325 53.49768219751871,9.928231108329644 53.49756084513558,9.928108111765198 53.49755456085241))",DEHAM-CTA-OFFD,0.6522876222168638,"POLYGON ((9.928108111765198 53.49755456085241, 9.928048898248878 53.49767591323554, 9.928171894813325 53.49768219751871, 9.928231108329644 53.49756084513558, 9.928108111765198 53.49755456085241))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.928140003289261 53.49761837918556),53.49761837918556,9.928140003289261,230,9F5FFWXH+27,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50695042673683, 9.932388620684518), (53.50721637924344, 9.932388620684518), (53.50721637924344, 9.935159533999133), (53.50695042673683, 9.935159533999133)]",0.995268,DEHAM-CTA,"POLYGON ((9.932388620684518 53.50695042673683,9.932388620684518 53.50721637924344,9.935159533999133 53.50721637924344,9.935159533999133 53.50695042673683,9.932388620684518 53.50695042673683))",DEHAM-CTA-OFFD,0.7161690993978937,"POLYGON ((9.932388620684518 53.50695042673683, 9.932388620684518 53.50721637924344, 9.935159533999133 53.50721637924344, 9.935159533999133 53.50695042673683, 9.932388620684518 53.50695042673683))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.933774077341827 53.50708340299013),53.50708340299013,9.933774077341827,231,9F5FGW4M+RG,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.507590698835784, 9.932399474956869), (53.50791181162071, 9.932311915144265), (53.50796345956488, 9.934120819440427), (53.50764234677995, 9.93420837925303)]",0.9934982,DEHAM-CTA,"POLYGON ((9.932399474956869 53.507590698835784,9.932311915144265 53.50791181162071,9.934120819440427 53.50796345956488,9.93420837925303 53.50764234677995,9.932399474956869 53.507590698835784))",DEHAM-CTA-OFFD,0.7993557371740083,"POLYGON ((9.932399474956869 53.507590698835784, 9.932311915144265 53.50791181162071, 9.934120819440427 53.50796345956488, 9.93420837925303 53.50764234677995, 9.932399474956869 53.507590698835784))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.933260147198649 53.507777079200324),53.507777079200324,9.933260147198649,232,"GW5M+HG, Am Ballinkai 1, 21129 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.507725488327516, 9.934912969678765), (53.50779767543645, 9.934912969678765), (53.50779767543645, 9.935124310524795), (53.507725488327516, 9.935124310524795)]",0.9481169,DEHAM-CTA,"POLYGON ((9.934912969678765 53.507725488327516,9.934912969678765 53.50779767543645,9.935124310524795 53.50779767543645,9.935124310524795 53.507725488327516,9.934912969678765 53.507725488327516))",DEHAM-CTA-OFFD,0.7756987307637386,"POLYGON ((9.934912969678765 53.507725488327516, 9.934912969678765 53.50779767543645, 9.935124310524795 53.50779767543645, 9.935124310524795 53.507725488327516, 9.934912969678765 53.507725488327516))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.93501864010178 53.50776158188198),53.50776158188198,9.93501864010178,233,"GW5M+HG, Am Ballinkai 1, 21129 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50608798075112, 9.932388620684518), (53.506942828093784, 9.932388620684518), (53.506942828093784, 9.935253463264035), (53.50608798075112, 9.935253463264035)]",0.9930425,DEHAM-CTA,"POLYGON ((9.932388620684518 53.50608798075112,9.932388620684518 53.506942828093784,9.935253463264035 53.506942828093784,9.935253463264035 53.50608798075112,9.932388620684518 53.50608798075112))",DEHAM-CTA-OFFD,0.6542441147692017,"POLYGON ((9.932388620684518 53.50608798075112, 9.932388620684518 53.506942828093784, 9.935253463264035 53.506942828093784, 9.935253463264035 53.50608798075112, 9.932388620684518 53.50608798075112))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.933821041974278 53.506515404422444),53.506515404422444,9.933821041974278,234,9F5FGW4M+JG,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.5049881818724, 9.932390715884692), (53.505713163984154, 9.932317658250085), (53.50574450065176, 9.935287438209699), (53.50501951854, 9.935360495844305)]",0.99433213,DEHAM-CTA,"POLYGON ((9.932390715884692 53.5049881818724,9.932317658250085 53.505713163984154,9.935287438209699 53.50574450065176,9.935360495844305 53.50501951854,9.932390715884692 53.5049881818724))",DEHAM-CTA-OFFD,0.5315097092785309,"POLYGON ((9.932390715884692 53.5049881818724, 9.932317658250085 53.505713163984154, 9.935287438209699 53.50574450065176, 9.935360495844305 53.50501951854, 9.932390715884692 53.5049881818724))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.933839077047194 53.505366341262075),53.505366341262075,9.933839077047194,235,9F5FGW4M+4G,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50508738830136, 9.9373323745072), (53.50527799673703, 9.937305599824988), (53.50528053484048, 9.937478158536384), (53.505089926404814, 9.937504933218596)]",0.9643109,DEHAM-CTA,"POLYGON ((9.9373323745072 53.50508738830136,9.937305599824988 53.50527799673703,9.937478158536384 53.50528053484048,9.937504933218596 53.505089926404814,9.9373323745072 53.50508738830136))",DEHAM-CTA-OFFD,0.4884162418377493,"POLYGON ((9.9373323745072 53.50508738830136, 9.937305599824988 53.50527799673703, 9.937478158536384 53.50528053484048, 9.937504933218596 53.505089926404814, 9.9373323745072 53.50508738830136))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.937405266521795 53.505183961570914),53.505183961570914,9.937405266521795,236,9F5FGW4P+3X,"{'fillColor': 'green', 'color': 'green'}",storage,True
"[(53.504585863114634, 9.9323916595725), (53.50488831145681, 9.932319762245468), (53.50496306869501, 9.93532308142508), (53.50466062035284, 9.935394978752113)]",0.9940577,DEHAM-CTA,"POLYGON ((9.9323916595725 53.504585863114634,9.932319762245468 53.50488831145681,9.93532308142508 53.50496306869501,9.935394978752113 53.50466062035284,9.9323916595725 53.504585863114634))",DEHAM-CTA-OFFD,0.4691282640161108,"POLYGON ((9.9323916595725 53.504585863114634, 9.932319762245468 53.50488831145681, 9.93532308142508 53.50496306869501, 9.935394978752113 53.50466062035284, 9.9323916595725 53.504585863114634))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.93385737049879 53.504774465904816),53.504774465904816,9.93385737049879,237,9F5FGW3M+WG,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.503645106565685, 9.933048962235844), (53.503949491101324, 9.932957191628178), (53.50402551335331, 9.9353652637201), (53.50372112881768, 9.935457034327767)]",0.99212426,DEHAM-CTA,"POLYGON ((9.933048962235844 53.503645106565685,9.932957191628178 53.503949491101324,9.9353652637201 53.50402551335331,9.935457034327767 53.50372112881768,9.933048962235844 53.503645106565685))",DEHAM-CTA-OFFD,0.3636586648842335,"POLYGON ((9.933048962235844 53.503645106565685, 9.932957191628178 53.503949491101324, 9.9353652637201 53.50402551335331, 9.935457034327767 53.50372112881768, 9.933048962235844 53.503645106565685))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934207112977967 53.5038353099595),53.5038353099595,9.934207112977967,238,9F5FGW3M+GM,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.503067520140355, 9.932388620684518), (53.503234690287364, 9.932388620684518), (53.503234690287364, 9.935335651370824), (53.503067520140355, 9.935335651370824)]",0.99352854,DEHAM-CTA,"POLYGON ((9.932388620684518 53.503067520140355,9.932388620684518 53.503234690287364,9.935335651370824 53.503234690287364,9.935335651370824 53.503067520140355,9.932388620684518 53.503067520140355))",DEHAM-CTA-OFFD,0.3071636753603159,"POLYGON ((9.932388620684518 53.503067520140355, 9.932388620684518 53.503234690287364, 9.935335651370824 53.503234690287364, 9.935335651370824 53.503067520140355, 9.932388620684518 53.503067520140355))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.93386213602767 53.50315110521385),53.50315110521385,9.93386213602767,239,9F5FGW3M+7G,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.503270610055836, 9.932679631029288), (53.503542225589, 9.932578905226489), (53.50358380838403, 9.933649776626917), (53.50331219285086, 9.933750502429715)]",0.97537416,DEHAM-CTA,"POLYGON ((9.932679631029288 53.503270610055836,9.932578905226489 53.503542225589,9.933649776626917 53.50358380838403,9.933750502429715 53.50331219285086,9.932679631029288 53.503270610055836))",DEHAM-CTA-OFFD,0.3586942202933642,"POLYGON ((9.932679631029288 53.503270610055836, 9.932578905226489 53.503542225589, 9.933649776626917 53.50358380838403, 9.933750502429715 53.50331219285086, 9.932679631029288 53.503270610055836))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.933164703828105 53.503427209219936),53.503427209219936,9.933164703828105,240,9F5FGW3M+97,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.504236874714024, 9.93271045922016), (53.50448870321768, 9.932566341954466), (53.50455015245637, 9.93359179352635), (53.50429832395272, 9.933735910792045)]",0.97782403,DEHAM-CTA,"POLYGON ((9.93271045922016 53.504236874714024,9.932566341954466 53.50448870321768,9.93359179352635 53.50455015245637,9.933735910792045 53.50429832395272,9.93271045922016 53.504236874714024))",DEHAM-CTA-OFFD,0.4500791357592454,"POLYGON ((9.93271045922016 53.504236874714024, 9.932566341954466 53.50448870321768, 9.93359179352635 53.50455015245637, 9.933735910792045 53.50429832395272, 9.93271045922016 53.504236874714024))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.933151126373254 53.50439351358521),53.50439351358521,9.933151126373254,241,9F5FGW3M+Q7,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50332787303155, 9.934272733358535), (53.503612155803225, 9.934223926267427), (53.50362708421426, 9.935054333222443), (53.50334280144258, 9.93510314031355)]",0.966447,DEHAM-CTA,"POLYGON ((9.934272733358535 53.50332787303155,9.934223926267427 53.503612155803225,9.935054333222443 53.50362708421426,9.93510314031355 53.50334280144258,9.934272733358535 53.50332787303155))",DEHAM-CTA-OFFD,0.3153836226648249,"POLYGON ((9.934272733358535 53.50332787303155, 9.934223926267427 53.503612155803225, 9.935054333222443 53.50362708421426, 9.93510314031355 53.50334280144258, 9.934272733358535 53.50332787303155))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.93466353329049 53.503477478622905),53.503477478622905,9.93466353329049,242,9F5FGW3M+9V,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.504268738718785, 9.934519034668641), (53.50437638130036, 9.934037264077212), (53.50465674935167, 9.934635513267148), (53.50454910677009, 9.935117283858578)]",0.97159815,DEHAM-CTA,"POLYGON ((9.934519034668641 53.504268738718785,9.934037264077212 53.50437638130036,9.934635513267148 53.50465674935167,9.935117283858578 53.50454910677009,9.934519034668641 53.504268738718785))",DEHAM-CTA-OFFD,0.4209828239322387,"POLYGON ((9.934519034668641 53.504268738718785, 9.934037264077212 53.50437638130036, 9.934635513267148 53.50465674935167, 9.935117283858578 53.50454910677009, 9.934519034668641 53.504268738718785))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934577273967896 53.50446274403523),53.50446274403523,9.934577273967896,243,9F5FGW3M+QR,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.504296600653035, 9.935282816159317), (53.50434029285055, 9.93514779284102), (53.504408680637965, 9.93535913368705), (53.50436498844045, 9.935494157005348)]",0.9494525,DEHAM-CTA,"POLYGON ((9.935282816159317 53.504296600653035,9.93514779284102 53.50434029285055,9.93535913368705 53.504408680637965,9.935494157005348 53.50436498844045,9.935282816159317 53.504296600653035))",DEHAM-CTA-OFFD,0.3976523021026767,"POLYGON ((9.935282816159317 53.504296600653035, 9.93514779284102 53.50434029285055, 9.93535913368705 53.504408680637965, 9.935494157005348 53.50436498844045, 9.935282816159317 53.504296600653035))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.935320974923185 53.5043526406455),53.5043526406455,9.935320974923185,244,9F5FGW3P+P4,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50373240140687, 9.932388620684518), (53.50387677562475, 9.932388620684518), (53.50387677562475, 9.932529514581871), (53.50373240140687, 9.932529514581871)]",0.88420606,DEHAM-CTA,"POLYGON ((9.932388620684518 53.50373240140687,9.932388620684518 53.50387677562475,9.932529514581871 53.50387677562475,9.932529514581871 53.50373240140687,9.932388620684518 53.50373240140687))",DEHAM-CTA-OFFD,0.4203686833384694,"POLYGON ((9.932388620684518 53.50373240140687, 9.932388620684518 53.50387677562475, 9.932529514581871 53.50387677562475, 9.932529514581871 53.50373240140687, 9.932388620684518 53.50373240140687))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.932459067633195 53.503804588515806),53.503804588515806,9.932459067633195,245,9F5FGW3J+GX,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.503309247615235, 9.93400200661308), (53.50336885165014, 9.933946747768017), (53.50338871966177, 9.934151410157138), (53.50332911562687, 9.9342066690022)]",0.89183134,DEHAM-CTA,"POLYGON ((9.93400200661308 53.503309247615235,9.933946747768017 53.50336885165014,9.934151410157138 53.50338871966177,9.9342066690022 53.50332911562687,9.93400200661308 53.503309247615235))",DEHAM-CTA-OFFD,0.3187996792397551,"POLYGON ((9.93400200661308 53.503309247615235, 9.933946747768017 53.50336885165014, 9.934151410157138 53.50338871966177, 9.9342066690022 53.50332911562687, 9.93400200661308 53.503309247615235))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934076708385108 53.50334898363851),53.50334898363851,9.934076708385108,246,9F5FGW3M+8J,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50134513177396, 9.932394773362034), (53.50204310820091, 9.932183145366766), (53.50214924967283, 9.935526346617156), (53.50145127324589, 9.935737974612424)]",0.9938943,DEHAM-CTA,"POLYGON ((9.932394773362034 53.50134513177396,9.932183145366766 53.50204310820091,9.935526346617156 53.50214924967283,9.935737974612424 53.50145127324589,9.932394773362034 53.50134513177396))",DEHAM-CTA-OFFD,0.1900549020952416,"POLYGON ((9.932394773362034 53.50134513177396, 9.932183145366766 53.50204310820091, 9.935526346617156 53.50214924967283, 9.935737974612424 53.50145127324589, 9.932394773362034 53.50134513177396))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.933960559989591 53.50174719072339),53.50174719072339,9.933960559989591,247,9F5FGW2M+MH,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50210165491061, 9.93239010438074), (53.50280650915477, 9.932266139936893), (53.50286659465619, 9.935528873795105), (53.50216174041202, 9.935652838238953)]",0.9932733,DEHAM-CTA,"POLYGON ((9.93239010438074 53.50210165491061,9.932266139936893 53.50280650915477,9.935528873795105 53.50286659465619,9.935652838238953 53.50216174041202,9.93239010438074 53.50210165491061))",DEHAM-CTA-OFFD,0.2439497975136088,"POLYGON ((9.93239010438074 53.50210165491061, 9.932266139936893 53.50280650915477, 9.935528873795105 53.50286659465619, 9.935652838238953 53.50216174041202, 9.93239010438074 53.50210165491061))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.933959489087924 53.50248412478339),53.50248412478339,9.933959489087924,248,9F5FGW2M+XH,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50112606684211, 9.932388620684518), (53.50141861459938, 9.932388620684518), (53.50141861459938, 9.935723109588546), (53.50112606684211, 9.935723109588546)]",0.9939685,DEHAM-CTA,"POLYGON ((9.932388620684518 53.50112606684211,9.932388620684518 53.50141861459938,9.935723109588546 53.50141861459938,9.935723109588546 53.50112606684211,9.932388620684518 53.50112606684211))",DEHAM-CTA-OFFD,0.1618429852276805,"POLYGON ((9.932388620684518 53.50112606684211, 9.932388620684518 53.50141861459938, 9.935723109588546 53.50141861459938, 9.935723109588546 53.50112606684211, 9.932388620684518 53.50112606684211))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934055865136532 53.501272340720746),53.501272340720746,9.934055865136532,249,9F5FGW2M+GJ,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50289655067182, 9.932388620684518), (53.50305992149731, 9.932388620684518), (53.50305992149731, 9.933644924602586), (53.50289655067182, 9.933644924602586)]",0.9862312,DEHAM-CTA,"POLYGON ((9.932388620684518 53.50289655067182,9.932388620684518 53.50305992149731,9.933644924602586 53.50305992149731,9.933644924602586 53.50289655067182,9.932388620684518 53.50289655067182))",DEHAM-CTA-OFFD,0.326533705294641,"POLYGON ((9.932388620684518 53.50289655067182, 9.932388620684518 53.50305992149731, 9.933644924602586 53.50305992149731, 9.933644924602586 53.50289655067182, 9.932388620684518 53.50289655067182))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.933016772643551 53.50297823608456),53.50297823608456,9.933016772643551,250,9F5FGW3M+56,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.502925953385734, 9.933763323272228), (53.50305228923195, 9.933737295306676), (53.50308562575664, 9.935282608351208), (53.50295928991042, 9.93530863631676)]",0.97753876,DEHAM-CTA,"POLYGON ((9.933763323272228 53.502925953385734,9.933737295306676 53.50305228923195,9.935282608351208 53.50308562575664,9.93530863631676 53.50295928991042,9.933763323272228 53.502925953385734))",DEHAM-CTA-OFFD,0.2712639998397733,"POLYGON ((9.933763323272228 53.502925953385734, 9.933737295306676 53.50305228923195, 9.935282608351208 53.50308562575664, 9.93530863631676 53.50295928991042, 9.933763323272228 53.502925953385734))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934522965811718 53.50300578957118),53.50300578957118,9.934522965811718,251,9F5FGW3M+6R,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.50025602221335, 9.932388620684518), (53.50111846819907, 9.932388620684518), (53.50111846819907, 9.935758333062886), (53.50025602221335, 9.935758333062886)]",0.9931959,DEHAM-CTA,"POLYGON ((9.932388620684518 53.50025602221335,9.932388620684518 53.50111846819907,9.935758333062886 53.50111846819907,9.935758333062886 53.50025602221335,9.932388620684518 53.50025602221335))",DEHAM-CTA-OFFD,0.1540009045181911,"POLYGON ((9.932388620684518 53.50025602221335, 9.932388620684518 53.50111846819907, 9.935758333062886 53.50111846819907, 9.935758333062886 53.50025602221335, 9.932388620684518 53.50025602221335))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934073476873703 53.50068724520621),53.50068724520621,9.934073476873703,252,9F5FGW2M+7J,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.49984277671599, 9.932399270605583), (53.50016281815171, 9.932296956772475), (53.50027737440031, 9.935719117594788), (53.499957332964584, 9.935821431427895)]",0.9936763,DEHAM-CTA,"POLYGON ((9.932399270605583 53.49984277671599,9.932296956772475 53.50016281815171,9.935719117594788 53.50027737440031,9.935821431427895 53.499957332964584,9.932399270605583 53.49984277671599))",DEHAM-CTA-OFFD,0.1764538592672949,"POLYGON ((9.932399270605583 53.49984277671599, 9.932296956772475 53.50016281815171, 9.935719117594788 53.50027737440031, 9.935821431427895 53.499957332964584, 9.932399270605583 53.49984277671599))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934059194100193 53.50006007555816),53.50006007555816,9.934059194100193,253,9F5FGW2M+2J,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.499468289906766, 9.932394828154223), (53.49981388586638, 9.93228898975772), (53.49992485677433, 9.935749533328163), (53.49957926081471, 9.935855371724667)]",0.9939111,DEHAM-CTA,"POLYGON ((9.932394828154223 53.499468289906766,9.93228898975772 53.49981388586638,9.935749533328163 53.49992485677433,9.935855371724667 53.49957926081471,9.932394828154223 53.499468289906766))",DEHAM-CTA-OFFD,0.1986371317069333,"POLYGON ((9.932394828154223 53.499468289906766, 9.93228898975772 53.49981388586638, 9.935749533328163 53.49992485677433, 9.935855371724667 53.49957926081471, 9.932394828154223 53.499468289906766))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934072180741193 53.49969657334055),53.49969657334055,9.934072180741193,254,9F5FFWXM+VJ,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.499184613543875, 9.932999160906382), (53.49949235858723, 9.932999160906382), (53.49949235858723, 9.935852262327787), (53.499184613543875, 9.935852262327787)]",0.9928975,DEHAM-CTA,"POLYGON ((9.932999160906382 53.499184613543875,9.932999160906382 53.49949235858723,9.935852262327787 53.49949235858723,9.935852262327787 53.499184613543875,9.932999160906382 53.499184613543875))",DEHAM-CTA-OFFD,0.2109246563124459,"POLYGON ((9.932999160906382 53.499184613543875, 9.932999160906382 53.49949235858723, 9.935852262327787 53.49949235858723, 9.935852262327787 53.499184613543875, 9.932999160906382 53.499184613543875))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934425711617084 53.49933848606554),53.49933848606554,9.934425711617084,255,9F5FFWXM+PQ,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.499184613543875, 9.937801294574507), (53.49951135519485, 9.937801294574507), (53.49951135519485, 9.938388352480146), (53.499184613543875, 9.938388352480146)]",0.9782947,DEHAM-CTA,"POLYGON ((9.937801294574507 53.499184613543875,9.937801294574507 53.49951135519485,9.938388352480146 53.49951135519485,9.938388352480146 53.499184613543875,9.937801294574507 53.499184613543875))",DEHAM-CTA-OFFD,0.2000254442988326,"POLYGON ((9.937801294574507 53.499184613543875, 9.937801294574507 53.49951135519485, 9.938388352480146 53.49951135519485, 9.938388352480146 53.499184613543875, 9.937801294574507 53.499184613543875))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.938094823527326 53.499347984369365),53.499347984369365,9.938094823527326,256,"Hangstraße 31, 21075 Hamburg, Germany","{'fillColor': 'green', 'color': 'green'}",storage,True
"[(53.50107287634079, 9.934795558097637), (53.50111846819907, 9.934795558097637), (53.50111846819907, 9.93522998094781), (53.50107287634079, 9.93522998094781)]",0.957385,DEHAM-CTA,"POLYGON ((9.934795558097637 53.50107287634079,9.934795558097637 53.50111846819907,9.93522998094781 53.50111846819907,9.93522998094781 53.50107287634079,9.934795558097637 53.50107287634079))",DEHAM-CTA-OFFD,0.0955767271561271,"POLYGON ((9.934795558097637 53.50107287634079, 9.934795558097637 53.50111846819907, 9.93522998094781 53.50111846819907, 9.93522998094781 53.50107287634079, 9.934795558097637 53.50107287634079))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.935012769522721 53.50109567226993),53.50109567226993,9.935012769522721,257,9F5FGW2P+C2,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.497974543590296, 9.932398417803626), (53.498311755582414, 9.932364312830229), (53.49834919921941, 9.935899994029796), (53.498011987227294, 9.935934099003193)]",0.99335325,DEHAM-CTA,"POLYGON ((9.932398417803626 53.497974543590296,9.932364312830229 53.498311755582414,9.935899994029796 53.49834919921941,9.935934099003193 53.498011987227294,9.932398417803626 53.497974543590296))",DEHAM-CTA-OFFD,0.3319419233024563,"POLYGON ((9.932398417803626 53.497974543590296, 9.932364312830229 53.498311755582414, 9.935899994029796 53.49834919921941, 9.935934099003193 53.498011987227294, 9.932398417803626 53.497974543590296))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934149205916711 53.49816187140486),53.49816187140486,9.934149205916711,258,9F5FFWXM+7M,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.498340398252786, 9.932448348909059), (53.49866730071959, 9.932393986402957), (53.498727574887646, 9.935855449694492), (53.49840067242084, 9.935909812200594)]",0.993549,DEHAM-CTA,"POLYGON ((9.932448348909059 53.498340398252786,9.932393986402957 53.49866730071959,9.935855449694492 53.498727574887646,9.935909812200594 53.49840067242084,9.932448348909059 53.498340398252786))",DEHAM-CTA-OFFD,0.2954014299183872,"POLYGON ((9.932448348909059 53.498340398252786, 9.932393986402957 53.49866730071959, 9.935855449694492 53.498727574887646, 9.935909812200594 53.49840067242084, 9.932448348909059 53.498340398252786))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934151899301773 53.498533986570216),53.498533986570216,9.934151899301773,259,9F5FFWXM+CM,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.49876522128447, 9.933226602724321), (53.49904612320822, 9.933173763090199), (53.4990979853495, 9.93580678900109), (53.49881708342575, 9.935859628635212)]",0.9882607,DEHAM-CTA,"POLYGON ((9.933226602724321 53.49876522128447,9.933173763090199 53.49904612320822,9.93580678900109 53.4990979853495,9.935859628635212 53.49881708342575,9.933226602724321 53.49876522128447))",DEHAM-CTA-OFFD,0.245051865131922,"POLYGON ((9.933226602724321 53.49876522128447, 9.933173763090199 53.49904612320822, 9.93580678900109 53.4990979853495, 9.935859628635212 53.49881708342575, 9.933226602724321 53.49876522128447))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934516695862712 53.49893160331699),53.49893160331699,9.934516695862712,260,9F5FFWXM+HR,"{'fillColor': 'green', 'color': 'green'}",storage,False
"[(53.4977826639019, 9.933644924602586), (53.497942235405866, 9.933644924602586), (53.497942235405866, 9.935476545268179), (53.4977826639019, 9.935476545268179)]",0.98597974,DEHAM-CTA,"POLYGON ((9.933644924602586 53.4977826639019,9.933644924602586 53.497942235405866,9.935476545268179 53.497942235405866,9.935476545268179 53.4977826639019,9.933644924602586 53.4977826639019))",DEHAM-CTA-OFFD,0.3517823812695541,"POLYGON ((9.933644924602586 53.4977826639019, 9.933644924602586 53.497942235405866, 9.935476545268179 53.497942235405866, 9.935476545268179 53.4977826639019, 9.933644924602586 53.4977826639019))",DEHAM,,,,,,,DE,DEHAM-CTA,POINT (9.934560734935383 53.49786244965389),53.49786244965389,9.934560734935383,261,9F5FFWXM+4R,"{'fillColor': 'green', 'color': 'green'}",storage,False
